atlas_year,quad_prefix,quad_suffix,sr,percent_conf,night_survey,complete,effort_hr,travel_hr,effort_mi
1995,4409178,CE,93,26,N,N,27,1.5,30
1995,4308947,SE,57,3,Y,N,10,10,200
1995,4308925,CE,76,43,Y,N,0,26,350
1995,4309024,CE,68,17,N,N,8,6,360
1995,4309045,CE,66,16,Y,N,10.5,2.75,28
1995,4308853,CE,58,20,N,N,9.5,0,6
1995,4208758,CW,11,,N,N,0.25,0,0
1995,4208851,CE,25,,N,N,0.25,0,0
1995,4409028,SW,79,37,Y,N,,,
1995,4509026,CE,52,3,Y,N,11,6,0
1995,4208988,CE,65,20,N,N,16.5,6,240
1995,4308913,CE,71,0,N,Y,11.5,0,0
1995,4309011,CE,67,29,Y,N,19.5,7,350
1995,4508863,SW,13,,N,N,0.5,0,0
1995,4508851,SW,38,,N,N,0.5,0,0
1995,4508851,SE,27,,N,N,0.5,0.5,25
1995,4208863,SW,34,,N,N,0.5,0,0
1995,4208852,NW,35,,N,N,0.5,0,0
1995,4208852,NE,34,,N,N,0.5,0,0
1995,4208851,NW,24,,N,N,0.5,0,0
1995,4208851,NE,15,,N,N,0.25,1,50
1995,4308862,SE,55,,N,N,4.5,1,50
1995,4208758,SW,8,,N,N,0.25,0,0
1995,4208851,SE,24,,N,N,0.25,0,0
1995,4208861,CE,26,,N,N,0.5,0,0
1995,4208768,NW,20,,N,N,0.5,0,0
1995,4308766,SW,55,10,N,N,4,1,40
1995,4208768,SW,31,,N,N,0.5,0,0
1995,4208758,NW,28,,N,N,0.5,0,0
1995,4208768,CW,28,0,N,N,0.25,0,0
1995,4208854,NW,13,,N,N,0.25,0,0
1995,4208853,NE,40,,N,N,0.5,0,0
1995,4508768,SW,36,,N,N,0.5,0,0
1995,4208778,SW,33,,N,N,0.5,0,0
1995,4208778,CW,10,,N,N,0.25,0,0
1995,4508768,SE,76,47,N,N,0.25,0,0
1995,4308914,CE,77,51,Y,N,48,0,0
1995,4308872,CE,28,25,N,N,3.25,2,100
1995,4309036,SW,71,28,Y,N,,,
1995,4308945,CE,60,6,N,N,8,8,0
1995,4308875,CE,62,46,N,N,17.5,17.5,160
1995,4309018,CE,73,31,N,N,4,0.5,60
1995,4208864,SE,33,,N,N,0.5,0,0
1995,4208965,CE,57,35,N,N,14,3.5,210
1995,4208853,SW,24,,N,N,0.25,0,0
1995,4308946,CE,57,17,N,N,10,6,260
1995,,,2,100,,,,,
1995,,,2,100,,,,,
1995,,,5,80,,,,,
1995,4309131,CE,65,43,Y,N,,,
1995,4308872,CE,100,26,N,N,29.75,0,468
1995,,,3,100,,,,,
1995,,,3,100,,,,,
1995,4208863,CE,8,,,,1.5,,
1995,4208862,NW,7,,,,1.5,,
1995,4208768,NW,7,,,,1.5,,
1995,,,1,100,,,,,
1995,,,1,100,,,,,
1995,4508966,NW,2,100,,,0.25,,
1995,4308866,SE,1,100,,,0.5,,
1995,4508835,SW,1,100,,,,,
1995,4308962,NW,6,100,,,,,
1995,,,2,100,,,1.5,,
1995,4309171,NE,3,,,,10,,
1995,4309183,NE,9,,,,5,,
1995,4208758,SE,6,100,,,1.5,,
1995,4609174,SE,3,100,,,,,
1995,,,4,100,,,,,
1995,4208981,NE,3,66,,,0.25,,
1995,4208888,NW,6,83,,,4.5,,
1995,4208887,SW,1,100,,,,,
1995,4308818,NE,3,100,,,0.25,,
1995,4308818,NW,1,100,,,,,
1995,4208887,CW,1,100,,,,,
1995,4308917,CW,2,0,,,,,
1995,,,3,100,,,,,
1995,4308913,NW,1,100,,,,,
1995,4308924,NE,1,100,,,2,,
1995,4308914,CW,1,100,,,0.25,,
1995,4309043,NW,1,100,,,,,
1995,4309043,NW,1,0,,,,,
1995,4308914,CW,2,100,,,,,
1995,4308946,SW,2,,,,1,,
1995,4308957,CW,1,100,,,,,
1995,4508711,CW,4,100,,,2,,
1995,4308822,NE,1,100,,,0.25,,
1995,4308936,SW,3,66,,,,,
1995,,,3,66,,,,,
1995,,,8,87,,,,,
1995,4208885,SE,4,75,,,,,
1995,,,4,50,,,,,
1995,4509142,NE,11,72,,,,,
1995,,,14,100,,,,,
1995,,,7,14,,,0.25,,
1995,,,5,60,,,,,
1995,,,9,88,,,6,,
1995,4208952,SE,2,100,,,,,
1995,4208952,SE,5,80,,,,,
1995,4509028,CW,8,100,,,,,
1995,4308872,NE,8,100,,,,,
1995,4308935,SE,9,11,,,,,
1995,4308934,SE,8,62,,,,,
1995,,,5,100,,,8,,
1995,,,8,100,,,2,,
1995,4308924,SE,5,20,,,1.5,,
1995,4408888,SE,1,100,,,1,,
1995,4609262,SW,7,100,,,1,,
1995,,,6,100,,,,,
1995,,,3,100,,,,,
1995,,,8,100,,,,,
1995,,,1,100,,,,,
1995,,,2,100,,,,,
1995,,,4,75,,,,,
1995,4408945,NE,10,80,,,,,
1995,,,8,100,,,2.5,,
1995,4308864,NE,8,62,,,,,
1995,4308864,NE,3,100,,,2,,
1995,4208951,CE,1,100,,,,,
1995,4408851,SE,7,71,,,10,,
1995,,,6,50,,,,,
1995,4409062,SW,9,55,,,,,
1995,,,7,85,,,,,
1995,,,3,100,,,,,
1995,,,6,100,,,,,
1995,,,1,100,,,,,
1995,,,4,100,,,,,
1995,,,5,100,,,,,
1995,,,1,100,,,,,
1995,4609171,NW,29,20,N,N,11,2.5,46
1995,4609172,NE,65,18,N,N,23.5,2.3,61
1995,4609135,NE,10,30,N,N,1.5,0,0
1995,4609135,CE,46,6,N,N,12,0,0
1995,,,6,100,,,,,
1995,,,5,100,,,,,
1995,,,7,100,,,,,
1995,,,4,100,,,,,
1995,,,4,100,,,,,
1995,4308862,SW,1,100,,,0.5,,
1995,4308877,SE,1,100,,,0.75,,
1995,4609135,SW,19,100,,,,,
1995,,,8,37,,,,,
1995,4408834,SE,14,64,,,,,
1995,,,6,100,,,,,
1995,4308937,SE,2,0,,,,,
1995,4308938,NW,3,0,,,,,
1995,4308947,SE,2,,,,,,
1995,,,8,75,,,25,,
1995,,,8,12,,,2,,
1995,,,15,40,,,12,,
1995,,,3,100,,,,,
1995,,,7,100,,,,,
1995,,,5,100,,,,,
1995,,,4,100,,,,,
1995,,,9,100,,,,,
1995,,,7,100,,,,,
1995,4609162,CE,52,5,N,N,10.5,7.5,320
1995,4609121,CE,37,0,N,N,7.5,0,0
1995,4609133,NE,66,13,N,N,,,
1995,4408867,NE,2,100,,,,,
1995,,,7,100,,,,,
1995,,,8,100,,,,,
1995,,,6,100,,,,,
1995,4609077,CW,10,80,,,,,
1995,4609057,SE,4,,,,1,,
1995,4308874,CE,17,64,,,,,
1995,4508841,CW,8,25,,,,,
1995,4508841,CW,4,0,,,,,
1995,,,6,100,,,,,
1995,4308864,NE,12,58,,,,,
1995,4308864,NE,14,100,,,,,
1995,,,2,100,,,,,
1995,4509168,SW,50,4,N,N,,,
1995,4508712,SW,42,45,N,N,,,
1995,4508722,SE,99,15,N,N,,,
1995,4508638,CW,22,68,N,N,,,
1995,4509116,SW,18,50,N,N,,,
1995,4208884,NW,24,70,N,N,,,
1995,4408851,CW,14,0,,,,,
1995,,,7,100,,,,,
1995,4508841,CW,3,0,,,,,
1995,,,9,0,,,6,,
1995,,,3,,,,,,
1995,4408758,SW,1,100,,,,,
1995,,,4,75,,,25,,
1995,,,8,87,,,,,
1995,,,6,100,,,,,
1995,4608818,SE,16,68,N,N,,,
1995,4408782,CW,49,14,Y,N,,,
1995,4309021,CW,48,58,N,N,,,
1995,,,1,,,,,,
1995,,,1,,,,,,
1995,4308943,CE,27,0,N,N,16.5,0,496
1995,4308847,CE,91,26,Y,N,3.75,0,0
1995,4308834,CE,63,71,Y,N,20,4,205
1995,4308833,CE,92,56,Y,N,37.45,1.8,130
1995,4408914,NW,33,18,N,N,8,12.5,200
1995,4408887,CE,92,7,N,N,18,0,215
1995,4308874,SE,80,31,N,N,24.5,0,83
1995,4508816,CE,49,16,N,N,8,2,100
1995,4508818,CE,60,13,N,N,12,3,130
1995,4408837,CE,87,20,Y,N,,,
1995,4408952,CE,69,31,Y,N,,,
1995,4409165,NE,66,30,N,N,9,0,0
1995,4409156,NE,15,6,,,,,
1995,4208882,CE,65,18,Y,N,10.5,0.75,3
1995,4208883,CE,88,4,N,N,7.5,3,42
1995,4309037,CW,35,17,N,N,,,
1995,4308815,CE,78,16,Y,N,9.5,4.5,170
1995,4308812,SW,29,51,N,N,,,
1995,4208981,CE,65,33,N,N,17,6,256
1995,4308842,CE,52,26,N,N,14,3,180
1995,4609058,CE,106,37,N,N,20,3.5,39
1995,4309076,CE,46,17,N,N,1.1,0,45
1995,4308842,CE,64,29,N,N,11.5,0,11
1995,4308925,NE,85,20,N,N,,,
1995,4609055,CE,53,3,N,N,13,7,276
1995,4408916,CE,73,53,Y,N,31.5,7.2,350
1995,4409022,CE,17,0,N,N,4,2,48
1995,4408775,CE,78,30,Y,N,28,0,0
1995,4408775,CE,23,73,N,N,19.5,0,15.5
1995,4308971,NE,78,12,Y,N,72.75,0.5,10
1995,4308971,CE,41,12,N,N,6,1,34
1998,4208882,NW,5,20,N,N,31,16,240
1995,4508981,CE,24,70,N,N,,,
1995,4308788,CE,83,24,Y,N,18.5,7,280
1995,4408758,CE,59,23,Y,N,24.5,12,0
1995,4608913,CE,75,28,N,N,15.5,2.9,10.6
1995,4508985,SW,18,5,Y,N,3.5,0,0
1995,4508967,SE,13,,N,N,0.5,1,40
1995,4509083,CE,37,13,N,N,31,4.4,237
1995,4509085,CE,78,16,Y,N,44,5.5,87
1995,4509141,CE,47,23,N,N,31.75,3.75,60
1995,4509087,CE,79,68,N,N,44.5,22.5,1100
1995,4509074,CE,50,54,N,N,33,4.4,230
1995,4509078,CE,69,31,N,N,41,11.5,225
1995,4408813,CE,68,39,N,N,7.5,2,60
1995,4408826,SE,41,14,N,N,16.5,40,1410
1995,4408817,CE,23,13,N,N,1,2,6
1995,4308883,CE,37,8,N,N,8,0,17.5
1995,4408834,CE,27,18,N,N,13.75,3,128
1995,4308887,CE,91,38,Y,N,19,6,240
1995,4408868,CE,74,10,N,N,6,1,50
1995,4308887,NE,57,35,Y,N,4,6,240
1995,4408758,SW,82,40,N,Y,20,0.17,3.2
1995,4509151,CE,18,5,N,N,3.6,3.5,123
1995,4509151,SE,35,20,N,N,7,0,0
1995,4408841,SE,14,35,N,N,0,0,30
1995,,,126,14,,,,,
1995,,,10,100,,,,,
1996,4508877,CE,57,33,Y,,29,42.5,1235
1996,4408868,NW,1,100,,,,,
1996,,,8,62,,,,,
1996,4309021,CE,25,32,,,,,
1996,4208885,SE,18,38,,,,,
1996,4409025,NE,2,100,,,,,
1995,4508956,CW,2,100,,,,,
1996,4408783,CE,4,75,,,,,
1996,4509246,SE,1,100,,,,,
1996,4408835,SE,5,100,,,,,
1996,4308944,CW,19,31,,,,,
1995,4409027,CE,7,57,,,,,
1995,4508731,SE,2,100,,,,,
1996,,,7,100,,,,,
1996,4209078,NE,1,,,,,,
1995,4409178,NE,59,15,,N,,,
1995,4409177,CE,71,8,,N,,,
1996,,,2,100,,,,,
1996,,,54,12,,,,,
1996,4308855,CE,45,71,,,22,0,0
1996,4308848,CE,59,42,,,22,0,0
1996,4308838,CE,55,56,,,26.5,0,0
1995,4508932,CE,33,27,N,N,4,2.5,20
1995,4508828,CE,72,30,N,N,15,2,30
1995,4508911,CE,33,12,,N,19,1.25,38
1995,4508926,NW,54,48,N,,41,0,0
1995,4508827,SW,36,16,N,N,30,0,0
1995,4508958,CE,58,18,N,N,12,0,0
1995,4409273,CE,54,12,Y,N,9.09,2.9330000000000003,24
1995,4509217,CE,28,17,N,N,1.3,2.2,78
1995,4508837,CW,49,6,N,,2,2,30
1995,4409285,CE,20,55,N,N,17,5,200
1995,4409266,CE,38,18,N,N,5.25,9.5,100
1995,4409274,NE,63,44,N,N,17.5,0,0
1995,4409272,CE,60,16,N,N,10,0,32
1995,4509051,CE,47,17,N,N,6,0,0
1995,4508946,NE,60,26,Y,N,24,0,0
1995,4508837,CW,2,50,,,2,,
1995,4409273,NE,1,100,,,,,
1995,,,2,100,,,,,
1995,4408976,NE,6,100,,,2,,
1995,4508722,CE,1,100,,,,,
1996,4308857,CE,68,48,,,30.5,0,0
1996,4308837,CE,69,55,N,N,27.5,0,0
1996,4308858,CE,57,49,,,22.5,0,0
1996,4308855,CW,76,63,,,25,0,0
1996,4308856,NE,64,53,,,27.5,0,0
1996,4308836,CE,54,61,,,25,0,0
1996,4308835,CE,60,55,,,27,0,0
1996,4308856,SE,53,50,,,25.5,0,0
1996,4308856,CE,31,48,,,16,0,0
1996,4609135,CE,22,18,Y,N,16,0,0
1996,4309151,CE,74,50,N,Y,25.9,3.6,146
1996,4309067,CE,75,52,Y,Y,26.45,2.5,102
1996,4309181,CE,73,50,Y,Y,28.45,3,104
1996,4409112,CE,81,49,Y,Y,29.7,7,271
1996,4309078,CE,79,51,N,Y,31.35,2.9,113
1996,4309161,CE,72,55,N,Y,19.6,1.2,43.6
1996,4309058,CE,68,50,Y,Y,28.15,3.6,151
1996,4309183,CE,71,53,Y,Y,22.5,2.85,90
1996,4309088,CE,73,50,Y,Y,27.65,5.2,198
1996,4309152,CE,80,51,N,Y,25.8,2.9000000000000004,103
1996,4309162,CE,73,50,N,Y,21.9,3.2,53
1996,4309171,CE,71,52,Y,Y,22,2.4,75
1996,4508888,CE,41,39,Y,N,8,0,0
1997,4408863,SE,1,100,,,,,
1996,4508866,CE,70,38,Y,Y,51,6,800
1996,4509271,CE,78,29,N,N,25.5,4.25,77
1996,4609212,CE,57,31,N,,26.75,6.5,283
1996,4609211,CE,65,24,N,N,26.25,8.5,239
1996,4609118,CE,72,38,N,N,26.5,4.25,158
1996,4509186,CE,78,41,N,N,28.75,4.5,219
1996,4509167,CE,78,37,Y,N,28,5.5,192
1996,4609213,CE,84,39,Y,N,26.25,3.75,230
1996,4609117,CE,62,29,N,N,27.5,4.25,227
1996,4609211,NW,63,33,N,N,26.5,6,304
1996,4609116,CE,57,36,N,N,28,7,332
1996,4509188,CE,71,40,N,N,25.5,4.75,222
1996,4509281,CE,72,33,N,N,24.75,2.5,174
1996,4408826,SE,12,25,N,N,12,20,800
1996,4408856,CE,8,37,,N,11,3.5,200
1996,4408824,NW,13,15,N,N,,,
1996,4408855,CE,68,22,Y,N,23.5,7.9,720.6
1996,4408815,CE,79,17,N,N,,,
1996,4308887,NW,9,100,N,N,8,3,120
1996,4308887,CE,26,88,N,N,22,7,280
1996,4308886,CW,65,70,,N,14,6,240
1996,4308882,SW,12,8,N,N,9,0,0
1996,4408826,NE,5,20,N,N,2.5,2.5,25
1996,4408826,CE,68,38,N,N,28.7,3.9,189.2
1996,4408835,CE,11,45,N,,12.5,9,154
1996,4408967,CE,42,78,Y,Y,23,1.25,50
1996,4408968,CE,43,60,N,Y,16,2.5,70
1996,4408985,CE,44,31,N,N,11.5,0.8999999999999999,24
1996,4408986,CE,34,32,N,N,2.5,0.5,10
1996,4408986,SW,26,30,N,N,29.5,6.5,234
1996,4408985,CW,6,50,N,N,0.25,0,0
1996,4408964,CE,90,47,Y,Y,20,7.1,177
1996,4408965,CE,60,55,N,Y,18.7,7.3,140
1996,4408965,SW,42,64,Y,Y,17.1,6.6,144
1996,4408953,CW,38,84,N,,22.7,4.8,120
1996,4508847,CE,28,10,N,N,8,8,56
1996,4508884,CE,14,14,N,N,3.25,0,0
1996,4408963,CE,95,46,Y,Y,18.8,7,212
1996,4408945,CE,66,50,N,Y,13.75,8.5,76
1995,4408965,SW,74,20,N,N,16.3,6.6,160
1996,4308788,CE,58,10,,,20.5,9,360
1996,4408935,CE,43,51,N,Y,10.5,3,96
1995,4408821,SW,4,75,,,,,
1996,4408825,CE,1,100,,,,,
1996,4208951,NW,2,100,,,,,
1996,,,5,100,,,,,
1996,,,3,100,,,,,
1995,,,5,100,,,,,
1996,4408815,SE,2,100,,,,,
1996,4408945,NE,7,57,,,,,
1996,4408955,SE,6,100,,,,,
1996,4408936,CE,9,100,,,,,
1996,,,9,100,,,,,
1996,,,9,100,,,,,
1996,,,9,88,,,,,
1996,,,3,100,,,,,
1996,,,5,100,,,,,
1996,,,7,100,,,,,
1996,4408825,CE,2,100,,,,,
1996,4408815,SW,1,100,,,,,
1996,4408824,NE,7,85,,,,,
1996,,,6,100,,,,,
1996,4408846,SE,4,100,,,,,
1996,4408824,SW,6,100,,,,,
1996,4408815,SE,5,100,,,,,
1996,,,5,100,,,,,
1996,,,8,100,,,,,
1996,4309172,CW,7,100,,,8,,
1996,4309011,CE,2,100,,,1.5,,
1996,4309082,SE,1,100,,,,,
1996,4308914,CE,1,100,,,,,
1996,,,7,100,,,,,
1996,,,7,57,,,8,,
1996,,,7,57,,,8,,
1996,,,6,100,,,,,
1996,4508981,CE,3,66,,,,,
1996,4208853,NW,5,100,,,,,
1996,4208853,NW,3,100,,,,,
1996,4309182,SE,6,100,,,,,
1996,4309182,CE,20,85,,,,,
1996,,,3,100,,,,,
1996,4208854,NE,37,51,,,,,
1996,4308957,CE,3,100,,,0.5,,
1996,,,2,50,,,,,
1996,4509153,SW,23,17,,,,,
1996,4208854,CE,17,23,,,,,
1996,,,2,100,,,,,
1996,4308938,NE,13,100,,,,,
1996,4308832,CW,1,100,,,,,
1996,4609058,NE,14,28,,,,,
1996,4208953,NW,22,72,,,,,
1996,,,4,100,,,,,
1996,4608817,SE,1,100,,,0.5,,
1996,4508883,CE,8,87,,,13,0,0
1996,4309086,NE,20,35,N,N,12,1.5,84
1996,4309086,CE,26,38,N,N,19,2.5,102
1996,4409016,CE,36,27,N,N,24,6,190
1996,4409017,CE,80,42,Y,N,42,0,375
1996,4409015,CE,38,39,Y,N,44,2.1100000000000003,137
1996,4309077,CE,59,5,N,N,12,0.24,15
1996,4409018,CE,60,46,Y,N,41,12,324
1996,4309071,CE,87,40,Y,N,37,13.5,1118
1996,4308978,CE,96,22,N,N,29,6.257,428
1996,4408765,CE,23,100,,Y,7,3,167
1996,4408738,CE,56,30,Y,N,11.5,4,200
1996,4408852,SE,24,12,N,N,5,0,0
1996,4408832,CE,62,22,N,N,7.5,3,114
1996,4309062,CE,90,36,Y,N,38,5.05,365
1996,4309061,CE,100,47,Y,N,40,18,971
1996,4308833,CW,18,77,,,,,
1996,4308854,SE,56,33,,,7,3,133
1996,4308842,CE,73,20,N,N,17.5,0,0
1996,4308834,SE,8,12,,,2,0,0
1996,4308833,CE,11,9,Y,N,7.25,1.4000000000000001,90
1996,4309025,CE,20,20,,,4,0,30
1996,4309017,NW,91,56,Y,Y,28.5,7.2,360
1996,4609154,CE,39,20,N,N,,,
1996,4608818,CE,9,33,N,,2,0,24
1996,4308842,CE,8,62,,,5,0,0
1996,4408852,CE,56,55,Y,,44.5,3.5,135
1996,4609078,NE,46,,N,N,7,4.5,251
1996,4609044,NW,7,71,N,N,2,0,0
1995,4609046,CE,60,3,N,N,11,5.75,83
1996,4609056,CE,7,14,N,N,6,1.5,58
1995,4609056,NE,56,8,N,N,13,5.25,210
1996,4609056,NE,36,13,N,N,19,4.5,169
1996,4609056,NW,12,25,N,N,4,0.75,29
1996,4609057,CE,13,69,,,4,4,16
1996,4609048,CE,3,100,N,N,4,0.5,17
1996,4609058,CE,5,100,,,3,0.5,5
1996,4609044,CE,14,7,N,N,10,1,36
1996,4609054,CE,14,,N,N,7,1,40
1996,4709014,CE,8,,N,N,12.75,0,0
1996,4609036,CE,39,15,N,N,5,1.5,63
1996,4609085,CE,17,5,N,,13.5,0,0
1996,4609022,CE,5,20,N,,9.5,1.25,27
1996,4609012,CE,2,50,N,,2.5,0,0
1995,4609056,CE,61,3,N,N,11,3,134
1995,4609056,NW,44,6,N,N,11,4.5,195
1996,4509276,CE,3,33,,,,,
1996,4509165,CE,78,94,Y,Y,0,0,0
1996,4509273,CE,98,31,Y,N,39.55,0,0
1996,4509285,CE,47,2,N,N,5.5,0,0
1996,4509178,CE,76,30,N,N,7,0,0
1996,4509281,CE,20,15,,,10,0,6
1995,4408947,CE,11,90,N,N,11,0,0
1996,4408947,CE,19,63,N,N,14,3.5,95
1996,4409083,CE,63,30,N,N,17,0,101
1996,4408946,CE,32,9,Y,N,22.25,7,278
1996,4408953,CE,66,54,Y,Y,54.75,9,535
1996,4408727,CE,89,39,Y,,32,1,40
1996,4609043,CE,27,29,Y,Y,4,3,120
1996,4609045,CE,39,89,Y,,12,0,0
1996,4609034,CE,46,4,N,,5,3,160
1996,4609085,SE,25,4,N,N,2.5,0,0
1996,4609032,CE,42,11,,,9.5,4,165
1996,4408936,CE,10,40,N,N,,,
1996,4409032,CE,11,36,N,N,0,0,0
1996,4408936,SE,24,37,N,Y,,,
1996,4309014,CE,4,75,N,N,0.6,0,0
1996,4309011,CE,1,0,N,N,4,60,60
1996,4209081,CE,47,10,N,N,3,3,120
1996,4208978,NE,15,33,,,14,2.75,104
1996,4209061,SE,24,20,Y,N,9,0,50
1996,4209051,NE,20,30,N,N,2,0,16
1995,4209062,CE,28,17,N,N,3,0,16
1996,4209061,CW,16,12,N,N,4,0,12
1996,4209062,NE,16,12,Y,N,5,0,9
1996,4209062,CE,31,48,,,6,0,0
1996,4309024,CE,40,52,N,N,16.25,10,480
1996,4209061,CE,33,24,N,,0,0,0
1996,4309015,CE,53,13,N,N,9.5,2.25,70
1996,4609017,CE,25,12,,,18.5,5,201.1
1996,4609031,CE,6,,N,N,4,4,80
1996,4509168,SW,52,38,Y,,,,
1996,4209088,CE,56,67,Y,Y,20,4.1,220
1996,4209087,CE,64,60,Y,Y,26.5,6.1,338
1996,4409021,CE,68,51,Y,N,46,15,998
1996,4409022,CE,113,46,Y,N,41,22,1105
1996,4509087,CE,21,52,Y,Y,6.5,4.5,220
1996,4509088,CE,106,53,Y,N,28,16,750
1996,4609115,CE,15,46,N,N,0.75,5.5,285
1996,4609115,NE,11,45,N,N,3,2.5,90
1996,4509083,CE,6,83,N,N,12,5,132
1996,4509071,CE,12,41,N,N,11,8,251
1996,4409012,CE,110,37,Y,N,48,4,400
1996,4209182,CE,73,61,Y,Y,22.5,3.9,210
1996,4209068,CE,83,46,Y,,25,7.1,310
1996,4209077,CE,68,51,Y,Y,23,4.8,262
1996,4309017,NE,87,51,Y,Y,28.5,7.6,360
1996,4309017,CE,77,63,Y,Y,27,7.300000000000001,328
1996,4209067,CE,77,57,Y,Y,27.5,9,426
1996,4308928,CE,16,12,,N,0,0,0
1996,4308918,CE,18,5,Y,N,15.5,6,365
1996,4309015,SE,17,29,N,N,22,0,0
1996,4609026,CE,28,21,Y,N,18,0,0
1996,4609037,NE,27,22,Y,N,0,0,0
1996,4509141,CE,8,12,N,N,7.5,0.25,8
1996,4609143,CE,66,16,N,,13.5,0,75
1996,4208978,CE,62,32,N,N,27.5,22,707
1996,4209078,CE,62,59,Y,Y,22,4.8,228
1996,4209181,CE,68,55,Y,Y,29.5,3.8,225
1996,4209182,NE,81,51,Y,Y,29,5.8999999999999995,300
1996,4209181,NW,92,48,Y,Y,35,4.8999999999999995,275
1996,,,8,100,,,,,
1996,4609112,NW,2,100,,,,,
1996,,,9,22,,,,,
1996,,,8,25,,,,,
1996,,,8,,,,,,
1996,4308837,SW,9,11,,,,,
1996,,,7,28,,,,,
1996,,,7,,,,,,
1996,,,8,37,,,,,
1996,,,6,,,,,,
1996,,,7,28,,,,,
1996,4308823,CW,9,11,,,,,
1996,4308823,CW,9,,,,,,
1996,,,8,50,,,,,
1996,,,9,55,,,,,
1996,4308843,NW,9,22,,,,,
1996,4308843,NW,2,100,,,,,
1996,,,1,,,,,,
1996,,,3,100,,,,,
1996,4308842,CW,9,77,,,,,
1996,,,9,77,,,,,
1996,,,8,75,,,,,
1996,,,9,100,,,,,
1996,4409286,SE,3,100,,,,,
1996,4409013,SW,2,50,,,,,
1996,4409012,CE,1,100,,,,,
1996,4309086,NW,1,100,,,,,
1996,,,2,100,,,,,
1995,4609172,CE,3,100,N,N,0,0,0
1996,4308928,CE,48,20,Y,N,25.5,8,394
1995,4508711,CW,44,4,,,8.25,1.25,38
1995,4508711,NE,28,3,N,N,3.5,0,0
1995,4508711,NW,34,2,N,N,4.33,0.75,6
1995,4609137,CW,47,10,,,6.5,4,281
1996,4609172,NE,97,15,N,N,,,
1996,4308778,CE,53,13,N,N,34,24.98,815
1996,4308861,CE,8,25,N,N,5.5,4.5,150
1996,4308861,CE,9,44,Y,,17,1.75,110
1996,4308766,CW,52,17,N,N,4,1.5,1.5
1996,4609147,CE,22,4,N,,9,3.25,172
1996,4609261,CE,70,38,N,N,,,
1996,4609156,NW,18,72,N,N,,,
1996,4609222,CE,25,8,N,N,13.5,0,63
1996,4609243,CE,37,43,N,N,21,21,0
1996,4609136,CE,8,12,N,N,9.5,2.5,100
1996,4609157,CE,28,46,Y,,5,0,60
1996,4609137,CW,25,36,,,10.5,6,404
1996,4609262,CE,8,12,N,N,6,1.5,25.6
1996,4308882,CW,88,27,N,N,7,0,0
1996,4308883,CE,44,27,N,N,14.5,2.4,21
1996,4308884,CW,31,45,N,N,5,7,2
1996,4408815,SE,2,50,,,,,
1996,4408865,CE,11,100,N,N,24,0,900
1996,4509235,CE,79,35,Y,N,11,0,85
1996,4509256,CE,68,33,N,Y,11.5,15.5,239
1996,4409266,CE,20,10,N,N,8.25,5,86
1996,4509243,CE,64,32,N,N,12.5,2.5,85
1996,4409273,CE,34,29,Y,N,9,1.6800000000000002,60
1996,4408951,CE,56,14,Y,N,19.25,10.5,245
1996,4408972,CE,16,25,N,N,,,
1996,4408932,CE,28,17,Y,N,0,0,0
1996,4408952,CE,47,59,Y,N,,,
1996,4408867,NW,53,35,Y,N,,,
1996,4408878,CE,40,27,N,N,12,2,96
1996,,,3,100,,,,,
1996,4609261,NW,2,100,,,,,
1996,,,7,57,,,,,
1996,,,9,100,,,,,
1996,,,9,77,,,,,
1996,,,7,85,,,,,
1996,,,9,77,,,,,
1996,,,9,66,,,0,0,0
1996,,,9,100,,,,,
1996,,,9,44,,,,,
1996,,,7,71,,,,,
1996,,,7,42,,,,,
1996,4308845,CE,8,12,,,,,
1996,4308845,SE,9,11,,,,,
1996,,,9,44,,,,,
1996,,,7,42,,,,,
1996,,,4,75,,,,,
1996,,,5,40,,,,,
1996,,,9,100,,,,,
1996,,,9,100,,,,,
1996,,,7,100,,,,,
1996,,,11,100,,,,,
1996,,,3,100,,,,,
1996,,,12,66,,,,,
1996,4509243,SW,2,100,,,,,
1996,,,4,100,,,,,
1996,4609088,NE,1,,,,,,
1996,4609075,NW,2,50,,,,,
1996,4308776,SW,3,100,,,,,
1996,4509265,CW,3,100,,,,,
1996,4509085,CE,1,100,,,,,
1996,4609113,SE,1,100,,,,,
1996,4509142,NE,9,44,,,,,
1996,,,4,100,,,,,
1996,,,5,60,,,,,
1996,4509155,CE,14,50,N,N,,,
1996,4509061,CE,9,22,Y,N,21,64,2181.3
1996,4509061,SW,8,0,N,N,5.5,0,0
1996,4509143,CE,9,11,N,N,5.5,0.8,8
1996,4609112,CE,27,7,N,N,38.5,0,0
1996,4509131,CE,10,30,Y,N,10.5,1.5,35
1996,4609114,CE,48,20,N,N,4.25,0.5,30
1996,4509063,CE,36,30,Y,N,35.5,10.5,525
1995,4509063,CE,39,2,N,N,30.5,12,560
1995,4509064,CW,3,0,,,,,
1995,4609113,CE,47,14,N,N,14.5,0,0
1996,4509064,CE,70,31,N,N,28,1.2000000000000002,24
1996,4509181,CE,57,21,N,N,5.75,13.25,980
1996,4509172,CE,25,12,N,N,4.25,10.25,384
1996,4509177,CE,55,0,N,N,17,0,0
1996,4208862,CE,13,53,N,N,16.5,4,180
1996,4208863,CE,57,49,N,Y,26,7,317
1996,4208862,SE,110,58,Y,N,207,38.75,1550
1996,,,9,100,,,,,
